preds time error
0 9.551000000000002 0.09109823757290243
1 9.470000000000002 2.684900163672551
2 45.17199999999999 58.3024211046734
3 50.241 72.8016175720781
4 58.867999999999995 68.54135617761489
5 97.76699999999998 182.01172520533459
6 279.037 281.39830000473626
7 141.53400000000005 167.09680003585413
8 155.762 183.7252776293997
9 322.322 246.37784459375945
10 151.32299999999998 189.92347014579903
